id,tweet,suggestedUsage,actualCategory
AViCE_p-c96u6qSv77mK,$SKYS $TCFC $NBIX $LBRDK The SIMPLEST way to find out stocks to buy! - https://t.co/Ssh8Rq8fIB https://t.co/X2ujhj7BF7,TRAINING,SUGGESTION
AViCFhEyc96u6qSv77nH,$SPI $ASM $DELT $OPXA Stocks To Trade - https://t.co/tJB1kT4KkL https://t.co/3iaoRCbf2c,TRAINING,SUGGESTION
AViCNM76c96u6qSv77oM,$SPIL $ERII $SLCA $KIO The BEST Tool to Find Stocks To Trade - https://t.co/lR1odKl6Rx https://t.co/XQ8I88qCnQ,TRAINING,SUGGESTION
AViCgQ2dc96u6qSv77tN,$UBSH $CTV $VGIT $MSN Stocks To Trade - https://t.co/e7xamEAwTy https://t.co/nlpUVgnbrr,TRAINING,SUGGESTION
AViCf-woc96u6qSv77tB,$UFPI $HTLD $MXIM $NYH Algorithmic Buy/Sell Alerts - https://t.co/7UQIVVOp7n https://t.co/XTluCg6eH0,TRAINING,SUGGESTION
AViCWL2Bc96u6qSv77qI,$UNVR $ENTG $LGCYP $CUBI^E Algorithmic Buy/Sell Alerts - https://t.co/o6k7dkuz54 https://t.co/Dx4pLYI9U1,TRAINING,SUGGESTION
AViCEtbpc96u6qSv77mB,$USAT $SUNW $NNVC $NBR The BEST Tool to Find Stocks To Trade - https://t.co/c0dcwh5La0 https://t.co/GfNFoLfgpG,TRAINING,SUGGESTION
AViCXDdNc96u6qSv77qY,$VLRS $MSB $FSLR $SGOC Real-Time Algorithmic Trading Alerts - https://t.co/e7xamEAwTy https://t.co/qw7YJu0ooE,TRAINING,SUGGESTION
AVhzEPShe9yMj175jmJ3,$vrx $agn $myl $mrk $srpt $twtr $prgo $fb $ko $pep We believe Wells Fargo's $2b Legal Settlement Adjustment May Be Overstated.,TRAINING,NEWS - NEUTRAL
AViCFu2Dc96u6qSv77nP,"$VSAR $NMS $RXN $ARE A Platform For Day Traders, By Day Traders. - https://t.co/7d490W2JFV https://t.co/9b7qPceXRx",TRAINING,SUGGESTION
AVhy7zmxe9yMj175jmAc,$WFC: Cramer: Wells Fargo will bounce back from its sales practice _Ñ_: https://t.co/mjdTkQAOts,TRAINING,NEWS - POSITIVE
AViCRdJNc96u6qSv77pN,$WFC: Wells Fargo: Dead Culture?: https://t.co/2u11CcLTe4,TRAINING,NEWS - NEGATIVE
AVhzEB8te9yMj175jmJs,$WFC: Wells Fargo: Retail customers opened 44% fewer new accounts last _Ñ_: https://t.co/HCStFQgZpo,TRAINING,NEWS - NEGATIVE
AViHc4en5WZ5LI912JLA,$WFC: Wells Fargo: The Trump Rally And Beyond: https://t.co/YJxPnXYMpE,TRAINING,MISCELLANEOUS
AVhzB9NMe9yMj175jmHf,$WFC: Wells Fargo reports retail banking customer activity data for October https://t.co/6JYLT0sGSv,TRAINING,NEWS - NEUTRAL
AViCFB5pc96u6qSv77mL,$WILN $RCI $DYNT $BFIT Trade ideas in real-time - https://t.co/lR1odKl6Rx https://t.co/VdLNzKIxq3,TRAINING,SUGGESTION
AViCX8qyc96u6qSv77qn,$WSTL $DELTW $SYY $EW Algorithmic Buy/Sell Alerts  _ª_Œ - https://t.co/yOlNe4Yymx https://t.co/zzEOyvXwQ1,TRAINING,SUGGESTION
AViCW6Uhc96u6qSv77qU,$ZEUS $DRYS $DWAC $ATHX Day trader? You need this - https://t.co/7UQIVW60vX https://t.co/XTluCfODPs,TRAINING,SUGGESTION
AVhxAxuT3wREpSvG6JcG,"12,500 ATMs - https://t.co/AiLS2exgTH Cisco Systems, Inc  (CSCO), QUALCOMM Incorporated (QCOM), Wells Fargo &amp; Company (WFC) _Ñ_ istreetwire",TRAINING,NEWS - NEUTRAL
AVhxAxYf3wREpSvG6JcA,"12,500 ATMs - https://t.co/AKubO9mIQ8 News Roundup: Wells Fargo &amp; Company (NYSE:WFC), Ford Motor Co  (NYSE:F)",TRAINING,NEWS - NEUTRAL
AVhxAxuT3wREpSvG6JcH,"12,500 ATMs - https://t.co/bX9XuWCMuD Stocks News Update: General Electric Company (NYSE:GE), Wells Fargo &amp; Company (NYSE:WFC)",TRAINING,NEWS - NEUTRAL
AVhxApjp3wREpSvG6Jb6,"12,500 ATMs - https://t.co/c5pOKnWT0D Stocks News Update: General Electric Company (NYSE:GE), Wells Fargo &amp; Company (NYSE:WFC)",TRAINING,NEWS - NEUTRAL
AVhxAp2s3wREpSvG6Jb_,"12,500 ATMs - https://t.co/En5ag314T0 Cisco Systems, Inc  (CSCO), QUALCOMM Incorporated (QCOM), Wells Fargo &amp; Company (WFC) _Ñ_ istreetwire",TRAINING,NEWS - NEUTRAL
AVhxAxYf3wREpSvG6JcB,"12,500 ATMs - https://t.co/qJy9uHGLup Bank of America Corporation (BAC), Sirius XM Holdings Inc  (SIRI), Wells Fargo &amp; Company (WFC) _Ñ_ istre",TRAINING,NEWS - NEGATIVE
AVhxAhom3wREpSvG6Jbx,"12,500 ATMs - https://t.co/qWKy2Zdn70 Stocks News Update: General Electric Company (NYSE:GE), Wells Fargo &amp; Company (NYSE:WFC)",TRAINING,NEWS - NEUTRAL
AVhxAhom3wREpSvG6Jbw,"12,500 ATMs - https://t.co/RBPB0r7fQt News Roundup: Wells Fargo &amp; Company (NYSE:WFC), Ford Motor Co  (NYSE:F)",TRAINING,NEWS - NEUTRAL
AVhxAhom3wREpSvG6Jby,"12,500 ATMs - https://t.co/RHH3rHpzWs Cisco Systems, Inc  (CSCO), QUALCOMM Incorporated (QCOM), Wells Fargo &amp; Company (WFC) _Ñ_ istreetwire",TRAINING,NEWS - NEUTRAL
AVhxApjp3wREpSvG6Jb7,"12,500 ATMs - https://t.co/VMdd3Fum1Q Bank of America Corporation (BAC), Sirius XM Holdings Inc  (SIRI), Wells Fargo &amp; Company (WFC) _Ñ_ istre",TRAINING,NEWS - NEUTRAL
AVhxAhom3wREpSvG6Jbz,"12,500 ATMs - https://t.co/XcUiB4WKbM Bank of America Corporation (BAC), Sirius XM Holdings Inc  (SIRI), Wells Fargo &amp; Company (WFC) _Ñ_ istre",TRAINING,NEWS - NEUTRAL
AVhxAp2s3wREpSvG6Jb-,"12,500 ATMs - https://t.co/Z5UGG7oXWV News Roundup: Wells Fargo &amp; Company (NYSE:WFC), Ford Motor Co  (NYSE:F)",TRAINING,NEWS - NEUTRAL
AViCa8Jdc96u6qSv77rC,"1st-person stories in the 2.0 version of my post abt the Wells Fargo scandal, worker health, and stress management. https://t.co/E5uEjKK8ht",TRAINING,NEWS - NEGATIVE
AViMkoKVAHJ-cL1yqllC,2-[Lynch v. Morales-Santana] Oral Argument | 3-[Wells Fargo v. Miami] Oral Argument https://t.co/HR2jfDZjQc,TRAINING,NEWS - NEGATIVE
AVhzI9Fde9yMj175jmQD,4 Reasons to Sell #Wells #Fargo https://t.co/2hwzVWkOZd via @barronsonline,TRAINING,NEWS - NEGATIVE
AVhwUJ3TI2Sjmi8PbQ5i,"5,300 Wells Fargo employees fired over 2 million phony accounts https://t.co/CaSyH31mZc",TRAINING,NEWS - NEGATIVE
AVhwSYu1I2Sjmi8PbQ5S,7-3 at MSG last December 7-1 vs. OTT for Ovi's 500th 6-1 at Wells Fargo in Game 3 6-0 vs. PIT tonight My most memorable #Caps high scorers.,TRAINING,MISCELLANEOUS
AViCfIX6c96u6qSv77sV,7. Deliver on promises 8. Package and broadcast your brand  9. Be first in class 10. Use social media wisely #WellsFargo#LI2016,TRAINING,MISCELLANEOUS
AViJpWhQ2cIsszF7Yw4t,76ers vs heat #philly #76ers #vscocam #nba @ Sixers Game at Wells Fargo Center https://t.co/gQzi2MfgVm,TRAINING,MISCELLANEOUS
AViKaWI_2cIsszF7Yw5Y,A dm ain't shit is he down at Wells Fargo depositing coins in your bank account?,TRAINING,COMPLAINT
AVhwM7R6I2Sjmi8PbQ4I,"A lot of the intermission music at Wells Fargo Arena is being provided by an in-house organist. Nice, classic change of pace.",TRAINING,MISCELLANEOUS
AViHeqZE5WZ5LI912JMO,A special #ThankYou to @WellsFargo for being one of our sponsors for the 2017 #WildHogSupper!,TRAINING,COMPLIMENT
AVhzBlrqe9yMj175jmHS,Absolutely hate @WellsFargo worse bank ever,TRAINING,COMPLAINT
AViMjQ8TAHJ-cL1yqlkv,Activist explains closing her account at Wells Fargo in solidarity with water protectors at #StandingRock #NoDAPL https://t.co/fMDEgBy35R,TRAINING,NEWS - NEGATIVE
AViCbtk0c96u6qSv77rN,Actuant Corp. $ATU Shares Sold by Wells Fargo &amp; Company MN https://t.co/30sF3zs2F2,TRAINING,NEWS - NEUTRAL
AViCcZ8bc96u6qSv77rl,Actuant Corp. $ATU Shares Sold by Wells Fargo &amp; Company MN https://t.co/Hmsx8GRutW,TRAINING,NEWS - NEUTRAL
AVhwZD__I2Sjmi8PbQ6O,Air board refrains from Wells Fargo business over bank account scandal https://t.co/IViTPxdVV2 #EastBay https://t.co/P2mLbIV4gF,TRAINING,NEWS - NEGATIVE
AVhzAIcbe9yMj175jmF9,AJC: Wells Fargo sees significant slowdown in account openings https://t.co/trR514QkcG,TRAINING,NEWS - NEGATIVE
AViKcbxM2cIsszF7Yw5j,And yet Trump wants to roll back all of the banking regulations enacted after the recession.Trump method 2drain the_Ñ_ https://t.co/oDZHw02vJW,TRAINING,MISCELLANEOUS
AViKdq6b2cIsszF7Yw50,"And, usually, deniability on the part of higher-ups. https://t.co/vzzS89ayUC",TRAINING,COMPLAINT
AVhzHZTve9yMj175jmOP,"Anyway to get Wells Fargo shut down for their continued BS banking practices? Ruined Credit,200K in debt because of them,@realDonaldTrump ?",TRAINING,COMPLAINT
AViJeMmO2cIsszF7Yw2L,As they should... https://t.co/v5LnmVNVpi,TRAINING,MISCELLANEOUS
AViMjZloAHJ-cL1yqlky,At Wells Fargo smelling like a pound while making deposits _É_«ôè,TRAINING,MISCELLANEOUS
AViCcRhhc96u6qSv77rg,Autoliv Inc. $ALV Shares Bought by Wells Fargo &amp; Company MN https://t.co/APpau6Bzob,TRAINING,NEWS - NEUTRAL
AVhzH7dqe9yMj175jmOs,Bank Director :: What Proposed Regulations and Wells Fargo Mean for Your Bank - https://t.co/66ZH01JCYY,TRAINING,NEWS - NEUTRAL
AViCFxx7c96u6qSv77nT,Bank regulator imposes restrictions on @WellsFargo https://t.co/QDr3gJBG2s,TRAINING,NEWS - NEGATIVE
AViCkPo7c96u6qSv77uK,Bank Regulator Imposes Tighter Restriction on Wells Fargo - NBC Bay Area https://t.co/OYoYmHoP23 #BayArea,TRAINING,NEWS - NEGATIVE
AViHdtaS5WZ5LI912JL_,Bank regulator imposes tighter restrictions on Wells Fargo - WASHINGTON (AP) _ÑÓ A federal banking regulator has ... https://t.co/Fx0XOXC9GD,TRAINING,NEWS - NEGATIVE
AViCJoDDc96u6qSv77nz,Bank regulator imposes tighter restrictions on Wells Fargo https://t.co/gIhXxyaoQn via @sharethis,TRAINING,NEWS - NEGATIVE
AViCMppUc96u6qSv77oH,Bank Regulator Imposes Tighter Restrictions on Wells Fargo: https://t.co/UctOcqfoLU,TRAINING,NEWS - NEGATIVE
AViMicyGAHJ-cL1yqlkk,Bank regulator issues new restrictions against Wells Fargo -#Realtor - #Century21 - #Zillow - https://t.co/3OZ2bm2Xb0 -,TRAINING,NEWS - NEGATIVE
AViHc2b45WZ5LI912JK_,Bank regulator issues new restrictions against Wells Fargo https://t.co/c9R1FX4VfK,TRAINING,NEWS - NEGATIVE
AViHd0OJ5WZ5LI912JMA,Bank regulator issues new restrictions against Wells Fargo https://t.co/v8xxS7P2S7 #sacramento,TRAINING,NEWS - NEGATIVE
AViHdtFU5WZ5LI912JL-,Bank regulator issues new restrictions against Wells Fargo: Beleaguered bank Wells Fargo is struggling to_Ñ_ https://t.co/8chxcHvRtJ,TRAINING,NEWS - NEGATIVE
AViHcqpU5WZ5LI912JK5,Bank regulator issues new restrictions against Wells Fargo: Beleaguered bank Wells Fargo is struggling to_Ñ_ https://t.co/NnsjwdePFW,TRAINING,NEWS - NEGATIVE
AViJdiop2cIsszF7Yw2G,"Bank Regulator Steps Up Wells Fargo Oversight - _ÑÒThis is the OCC saying, _ÑÉWe don_Ñét trust you to run your busine... https://t.co/6EinYb3O9y",TRAINING,NEWS - NEGATIVE
AViJnXYJ2cIsszF7Yw4V,Bank Regulator Steps Up Wells Fargo Oversight https://t.co/cyQ6Hstl7W,TRAINING,NEWS - NEGATIVE
AVhzH_8Te9yMj175jmOx,Bank robbery at #WellsFargo in Alexandria @nbcwashington https://t.co/hVZwMCfMjm,TRAINING,NEWS - NEGATIVE
AViIR9DK5WZ5LI912JMr,Banking regulator imposes new restrictions on Wells Fargo https://t.co/QovOejDFMu via @WSJ,TRAINING,NEWS - NEGATIVE
AViJpccc2cIsszF7Yw4u,Beat Miami @ Wells Fargo Center https://t.co/ezSFmTsTtr,TRAINING,MISCELLANEOUS
AVhxCo6r3wREpSvG6Jca,Bernie Sanders: 'Wells Fargo's business model is fraud' https://t.co/nd5YSKtARZ,TRAINING,NEWS - NEGATIVE
AViHe8I55WZ5LI912JMV,Bernie Sanders: 'Wells Fargo's business model is fraud' https://t.co/QYo4mFJLnC,TRAINING,NEWS - NEGATIVE
AViKccDF2cIsszF7Yw5k,Better check your bank's sales quota rules. #WellsFargo w/no one to stop them. _ªÉç #TrumpismIsNotNormal #TheResistance https://t.co/hdOQZvMVDV,TRAINING,REQUEST
AViMhArbAHJ-cL1yqlje,bless @planetmoney for digging into @WellsFargo whistleblower retribution scandal. keep it up!,TRAINING,NEWS - NEGATIVE
AViHd1Nm5WZ5LI912JMD,"BofA, Wells Fargo, Others Provide Financing to Support @symantec Buy https://t.co/quldIAemJm",TRAINING,NEWS - NEUTRAL
AViCZHY6c96u6qSv77qw,Bonding with the Wells Fargo rep as she refunds me for the tickets. She read about it last night and she might be more upset than I am lol,TRAINING,MISCELLANEOUS
AViJkPh52cIsszF7Yw3o,Box Night at the 76ers game @ Wells Fargo Center https://t.co/npa5mBwdmf,TRAINING,MISCELLANEOUS
AViHfbkI5WZ5LI912JMf,"Boycott CNN corporate sponsors, including GEICO, WellsFargo, Sprint, Dodge and ETrade -https://t.co/bhjeJqbE9Y",TRAINING,NEWS - NEGATIVE
AViJcFxO2cIsszF7Yw1w,BRIEF-#WellsFargo appoints division manager of real estate specialty group. Read more: https://t.co/WiL6OA8pnF $WFC,TRAINING,NEWS - NEUTRAL
AVhzChDie9yMj175jmIG,BRIEF-#WellsFargo reports October retail banking customer activity. Read more: https://t.co/3S8xhS2bZR $WFC,TRAINING,NEWS - NEUTRAL
AVhzChDie9yMj175jmII,BRIEF-#WellsFargo reports October retail banking customer activity. Read more: https://t.co/CKuJXdIf6u $WFC,TRAINING,NEWS - NEUTRAL
AVhzChDie9yMj175jmIE,BRIEF-#WellsFargo reports October retail banking customer activity. Read more: https://t.co/wfNq0lzoP5 $WFC,TRAINING,NEWS - NEUTRAL
AViJiUQ52cIsszF7Yw3J,BRIEF-Wells Fargo appoints division manager of real estate specialty group https://t.co/92pquDGtO8 #invest #sg,TRAINING,NEWS - NEUTRAL
AViJfr-k2cIsszF7Yw2i,Brown unsatisfied with Wells Fargo answers to Senate inquiry https://t.co/Xo59hRJ8G9,TRAINING,NEWS - NEGATIVE
AViIUF0d5WZ5LI912JNP,"Bruno Mars Tickets for Philadelphia, Pennsylvania at Wells Fargo Center. Order Bruno Mars tickets @ Wells Fargo_Ñ__Ñ_ https://t.co/h1oG37aM8t",TRAINING,MISCELLANEOUS
AViISV-z5WZ5LI912JMx,"Business Lending District Territory Sales Manager 3 Wells Fargo Practice Finance Jobs in Yonkers, NY #Yonkers #NY https://t.co/HrcHyKG0ur",TRAINING,SUGGESTION
AViCPfE3c96u6qSv77o0,Business: Wells Fargo hit with new sanctions following fake-accounts scandal - Los Angeles Times https://t.co/huX5UbeKXx,TRAINING,NEWS - NEGATIVE
AViJnZ2t2cIsszF7Yw4W,CABAL - BANQUEROS - GEORGE SOROS = KISSINGER = HSBC = GOLDMAN SACHS = Wells Fargo = CITIBANK.....TSUNAMIS :... https://t.co/wLVANvfcAc,TRAINING,MISCELLANEOUS
AVhy_89Me9yMj175jmF1,Can you recommend anyone for this #job? Customer Service Representative 2 - Wells Fargo Home... - https://t.co/i2DaIPbiB1 #CustomerService,TRAINING,REQUEST
AVhwTG42I2Sjmi8PbQ5X,"Charlotte official blasts Wells Fargo, questions whether city should do business with bank - Charlotte Observer https://t.co/qy5QvXLdAR",TRAINING,NEWS - NEGATIVE
AVhy-oqie9yMj175jmEG,"Chase vs. Wells Fargo: Which Is Best for High-Net-Worth Accounts? (JPM, WFC) #Stocks #All Finance #AUDSGD #USDSGD https://t.co/Zwd54Pvpov",TRAINING,NEWS - NEUTRAL
AVhzDavFe9yMj175jmI-,"Chase vs. Wells Fargo: Which Is Best for High-Net-Worth Accounts? (JPM, WFC) https://t.co/eiDyxCGClR https://t.co/9uvqiBe9rO",TRAINING,NEWS - NEUTRAL
AVhzG1UEe9yMj175jmNg,"Chase vs. Wells Fargo: Which Is Best for High-Net-Worth Accounts? (JPM, WFC) https://t.co/HjbxOr1zT2 https://t.co/pvIVX2lV1D",TRAINING,NEWS - NEUTRAL
AVhzG3Eve9yMj175jmNh,"Chase vs. Wells Fargo: Which Is Best for High-Net-Worth Accounts? (JPM, WFC) https://t.co/HjbxOr1zT2... https://t.co/qiSbxLnVod",TRAINING,NEWS - NEUTRAL
AVhy_0Z6e9yMj175jmFp,"Chase vs. Wells Fargo: Which Is Best for High-Net-Worth Accounts? (JPM, WFC) https://t.co/jwWu4pmPp2 via @investopedia.",TRAINING,NEWS - NEUTRAL
AVhzG3ofe9yMj175jmNm,"Chase vs. Wells Fargo: Which Is Best for High-Net-Worth Accounts? (JPM, WFC) https://t.co/T9XKcabmaA",TRAINING,NEWS - NEUTRAL
AVhzAg80e9yMj175jmGW,"Chase vs. Wells Fargo: Which Is Best for High-Net-Worth Accounts? (JPM, WFC) https://t.co/zusgAaiTJ7",TRAINING,NEWS - NEUTRAL
AVhwOmVAI2Sjmi8PbQ49,"Check. ""Office Depot, Wells Fargo, VW, &amp; Your Company as Well?"" https://t.co/etcWpyIKof by @FrankEliason on @LinkedIn #marketing #business",TRAINING,NEWS - NEUTRAL
AViMmX_eAHJ-cL1yqllZ,"Closed my account at Wells Fargo when I found out they were ANTI-GUN. Yes ANTI-GUN with a stagecoach, cowboys and h_Ñ_ https://t.co/EOufO3lQE8",TRAINING,COMPLAINT
AVhy8YMKe9yMj175jmBM,CNN #Finance News Wells Fargo customer account openings plunge https://t.co/vJvpomvQON,TRAINING,NEWS - NEGATIVE
AVhy98bHe9yMj175jmDL,Colgate-Palmolive Co. $CL Rating Reiterated by Wells Fargo &amp; Co. https://t.co/Sl1pqttXSF,TRAINING,NEWS - NEUTRAL
AViJhVUz2cIsszF7Yw28,Commercial Real Estate _Ñ_ Wells Fargo Commercial #online #payday #loan https://t.co/pA86war1qx,TRAINING,SUGGESTION
AViJlM5W2cIsszF7Yw34,Commercial Real Estate _Ñ_ Wells Fargo Commercial #online #payday #loan https://t.co/rc0m6YIOdB,TRAINING,SUGGESTION
AViJnNG02cIsszF7Yw4S,Commercial Real Estate _Ñ_ Wells Fargo Commercial #online #payday #loan https://t.co/TxGfQumnt7,TRAINING,SUGGESTION
AViJhSnA2cIsszF7Yw26,Community College Student Loans _Ñ_ Career Training Loans _Ñ_ Wells Fargo #payday #loan #lenders #only https://t.co/p4IribKLX1,TRAINING,SUGGESTION
AViJnLO12cIsszF7Yw4R,Community College Student Loans _Ñ_ Career Training Loans _Ñ_ Wells Fargo #payday #loan #lenders #only https://t.co/San3rDzqfS,TRAINING,SUGGESTION
AViJjFq72cIsszF7Yw3c,Community College Student Loans _Ñ_ Career Training Loans _Ñ_ Wells Fargo #payday #loan #lenders #only https://t.co/UGwVgx1qA4,TRAINING,SUGGESTION
AViJo6WL2cIsszF7Yw4m,Company WELLS FARGO FUNDS TRUST just submited new SEC filing https://t.co/5mZ05x8x9i #wells #fargo #funds #trust,TRAINING,NEWS - NEUTRAL
AViJiphk2cIsszF7Yw3T,Consider Debt Consolidation _Ñ_ Wells Fargo #federal #pell #grant https://t.co/Aa2xYP1g81,TRAINING,MISCELLANEOUS
AViJgM5A2cIsszF7Yw2o,Consider Debt Consolidation _Ñ_ Wells Fargo #federal #pell #grant https://t.co/k990pBCpgb,TRAINING,SUGGESTION
AViJkxlD2cIsszF7Yw3w,Consider Debt Consolidation _Ñ_ Wells Fargo #federal #pell #grant https://t.co/nOcniROuWB,TRAINING,SUGGESTION
AViJmYty2cIsszF7Yw4H,Consider Debt Consolidation _Ñ_ Wells Fargo #federal #pell #grant https://t.co/to9n3N8JIy,TRAINING,SUGGESTION
AViMlsqNAHJ-cL1yqllR,Consumer confidence boosts #holiday #shopping; .@WellsFargo economists predict 3.8% sales growth: https://t.co/jHHO0RPXXl #BlackFriday,TRAINING,NEWS - POSITIVE
AViMg0CXAHJ-cL1yqljZ,Consumer confidence boosts holiday shopping; Economists predict 3.8% sales growth. Full report via @WellsFargo: https://t.co/unDbqEM7J9,TRAINING,NEWS - POSITIVE
AVhy-oqie9yMj175jmEH,Cramer: Wells Fargo will bounce back from its sales practice settlement #All Finance #EURUSD #USDJPY #GBPUSD https://t.co/eXcSSXJHZF,TRAINING,NEWS - POSITIVE
AVhzE0Cue9yMj175jmKo,Cramer: Wells Fargo will bounce back from its sales practice settlement https://t.co/Aj6TVTWJ39,TRAINING,NEWS - POSITIVE
AVhy7Phxe9yMj175jl-8,Cramer: Wells Fargo will bounce back from its sales practice settlement https://t.co/azuKcXOdBn,TRAINING,NEWS - POSITIVE
AVhy-jkre9yMj175jmD-,Cramer: Wells Fargo will bounce back from its sales practice settlement https://t.co/cQMotcqRgK,TRAINING,NEWS - POSITIVE
AVhy9Qj2e9yMj175jmCU,Cramer: Wells Fargo will bounce back from its sales practice settlement https://t.co/X8DIjHYjgb #news #CNBC,TRAINING,NEWS - POSITIVE
AViJkdoo2cIsszF7Yw3s,Current situation #goheat #butilovermy76erstoo #butmiamigirlfirst @ Sixers Game at Wells Fargo_Ñ_ https://t.co/0q6Jrbh1ZV,TRAINING,MISCELLANEOUS
AVhzG5HLe9yMj175jmNn,Customer backlash: #WellsFargo says new account openings plunged 44% in October following scandal https://t.co/WVYg819fDb $WFC,TRAINING,NEWS - NEGATIVE
AViCGuIgc96u6qSv77na,"Customer Sales and Service Representative - Wells Fargo - Miami Beach, FL https://t.co/hg5Iqbmswp Job Miami",TRAINING,SUGGESTION
AVhzI9Fde9yMj175jmQC,Customers voting with their feet... https://t.co/Po1ebMHVm4,TRAINING,NEWS - NEGATIVE
AVhwYZaXI2Sjmi8PbQ6K,Damnnnn fam. Yeah. Nah I can't. I'm opening an account at Wells Fargo. _ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹_ªê‹,TRAINING,MISCELLANEOUS
AVhwWbo-I2Sjmi8PbQ5w,Dawkins prolly going into the hall &amp; the draft @ Wells Fargo. Philly gon be lit in 2017.,TRAINING,MISCELLANEOUS
AVhzGMNJe9yMj175jmMx,"Despite #Cisco's Below-Consensus Q2 Guidance, Wells Fargo Sees Risk-Reward As Attractive. Read more: https://t.co/8tVTykoavl $CSCO",TRAINING,NEWS - NEUTRAL
AVhzGbone9yMj175jmM-,Did anyone else hear the Wells Fargo on N. Washington St. Was just robbed? I hear there's a lot of police... https://t.co/brfocTUlXu,TRAINING,NEWS - NEGATIVE
AViIUG_g5WZ5LI912JNQ,Do you think that #WellsFargo can rebuilt #trust with #customers? @business  https://t.co/8z6wvaYe0n,TRAINING,NEWS - NEUTRAL
AVhzGxYJe9yMj175jmNX,"Does Wells Fargo have another plan for branches, or will the shutdowns start soon? https://t.co/HOKRHpSPEd",TRAINING,REQUEST
AVhy-FFze9yMj175jmDT,DOJ Tax Division wins jury verdict against Wells Fargo in District of Minnesota STARS foreign tax credit generator case. @TEI_Updates,TRAINING,NEWS - NEGATIVE
AViCTh-Kc96u6qSv77pt,"Elizabeth Warren, Bernie Sanders go after KPMG as Wells Fargo probe widens - San Francisco Business Times https://t.co/fwCAJXlSzF",TRAINING,NEWS - NEGATIVE
AVhwUhlrI2Sjmi8PbQ5l,Enjoying the wonderful victory of of 76ers @ Wells Fargo Center https://t.co/PWT9HXDV2I,TRAINING,MISCELLANEOUS
AViCdATKc96u6qSv77rt,Essent Group Ltd. $ESNT Stake Reduced by Wells Fargo &amp; Company MN https://t.co/CYalRi7eaM,TRAINING,NEWS - NEUTRAL
AVhwTsgbI2Sjmi8PbQ5b,Exclusive: Four large Wells Fargo shareholders want more action from board https://t.co/aJSSTkl3sV,TRAINING,NEWS - NEUTRAL
AVhwQbh8I2Sjmi8PbQ5F,Exclusive: wells fargo to unveil robo-adviser partnership with sigfig #news #market https://t.co/iAbq9PAM9r https://t.co/8xdlckwBli,TRAINING,NEWS - NEUTRAL
AVhzCRQAe9yMj175jmH0,Exclusive: Wells Fargo to unveil robo-adviser partnership with SigFig https://t.co/gE2WvFu1Gp,TRAINING,NEWS - NEUTRAL
AVhwWlxDI2Sjmi8PbQ54,Exclusive: Wells Fargo to unveil robo-adviser partnership with SigFig https://t.co/girJm4qtxI,TRAINING,NEWS - NEUTRAL
AVhwPvSNI2Sjmi8PbQ5D,Exclusive: Wells Fargo to unveil robo-adviser partnership with SigFig https://t.co/ubqJVNJVaN,TRAINING,NEWS - NEUTRAL
AVhy7ZAVe9yMj175jl_Z,Exclusive: Wells Fargo to unveil robo-adviser partnership with SigFig https://t.co/wIzbLHLzPT,TRAINING,NEWS - NEUTRAL
AViCep4Bc96u6qSv77sL,Facts https://t.co/mk36Kyo6Z8,TRAINING,MISCELLANEOUS
AViCjBkic96u6qSv77tv,fckn Wells Fargo man _ªÉ¥,TRAINING,COMPLAINT
AViMigNTAHJ-cL1yqlkl,Feds 'tightening straitjacket' around wells fargo #news #market #business,TRAINING,NEWS - NEGATIVE
AViKc5yp2cIsszF7Yw5q,Feds 'tightening the straitjacket' around Wells Fargo - https://t.co/8eBmuoPTej  ... https://t.co/dulWvG2yKY,TRAINING,NEWS - NEGATIVE
AViKc5B72cIsszF7Yw5p,Feds 'tightening the straitjacket' around Wells Fargo - https://t.co/X8m4pKX00v https://t.co/Ffz5b8zQZm,TRAINING,NEWS - NEGATIVE
AViMlfqJAHJ-cL1yqllN,Feds 'tightening the straitjacket' around Wells Fargo https://t.co/gZUB6sSkq7,TRAINING,NEWS - NEGATIVE
AViISW0G5WZ5LI912JMy,Feds 'tightening the straitjacket' around Wells Fargo https://t.co/jfGA0MY3dx #stocks #realestate #markets,TRAINING,NEWS - NEGATIVE
AViJoSOq2cIsszF7Yw4g,Feds &amp;#039;tightening the straitjacket&amp;#039;... https://t.co/3ylb7JrViU,TRAINING,NEWS - NEGATIVE
AViKc_XE2cIsszF7Yw5r,Feds _ÑÉtightening the straitjacket_Ñé around Wellsë_Fargo https://t.co/zMVLxeFSsB https://t.co/P69MjxMu8e,TRAINING,NEWS - NEGATIVE
AViHfArH5WZ5LI912JMW,Feds hit #Greedy Wells Fargo with tougher restraints https://t.co/0h9y7rQsZA via @USATODAY,TRAINING,NEWS - NEGATIVE
AViJcy5e2cIsszF7Yw12,"Finance News: Bank Regulator Steps Up Wells Fargo Oversight - _ÑÒThis is the OCC saying, _ÑÉWe don_Ñét trust you to r... https://t.co/v11f9toCGZ",TRAINING,NEWS - NEGATIVE
AVhwWbo-I2Sjmi8PbQ5u,Finextra Research: Wells Fargo's brokerage arm partners with SigFig Wealth Management startup to offer clients... https://t.co/qG0HMWPcQV,TRAINING,NEWS - NEUTRAL
